"hour_stump","datacenter_id","datacenter_room_id","miner_model","gigahash/second","miner_count"
2021-10-28 05:45:00.000,2,"3",M31SI,0.0,1.0
2021-10-27 01:20:00.000,2,"3",M31SI,193153.48,1.0
2021-10-31 09:00:00.000,2,"3",M31SI,193456.06,0.21428572
2021-10-28 14:10:00.000,2,"3",M31SI,242963.55,2.1176472
2021-10-30 23:50:00.000,2,"3",M31SI,189064.12,1.0
2021-10-28 15:00:00.000,2,"3",M31SI,146522.47,1.0
2021-10-26 06:45:00.000,2,"3",M31SI,130336.7,1.0
2021-10-31 02:10:00.000,2,"3",M31SI,80121.98,2.2631578
2021-10-27 18:50:00.000,2,"3",M31SI,242174.98,1.0
2021-10-29 16:55:00.000,2,"3",M31SI,114035.84,0.16666667
2021-10-27 13:55:00.000,2,"3",M31SI,0.0,1.0
2021-10-27 17:55:00.000,2,"3",M31SI,244044.78,1.0
2021-10-29 08:20:00.000,2,"3",M31SI,94071.336,1.0
2021-10-29 20:10:00.000,2,"3",M31SI,61216.66,1.5
2021-10-29 05:05:00.000,2,"3",M31SI,244151.5,0.21428572
2021-10-28 23:05:00.000,2,"3",M31SI,243320.69,0.21428572
2021-10-27 23:55:00.000,2,"3",M31SI,32274.11,2.5454545
2021-10-26 09:35:00.000,2,"3",M31SI,230855.45,1.28
2021-10-27 08:15:00.000,2,"3",M31SI,232419.95,1.0
2021-10-29 23:35:00.000,2,"3",M31SI,244670.6,1.0
2021-10-29 14:05:00.000,2,"3",M31SI,195220.94,1.0714285
2021-10-26 13:45:00.000,2,"3",M31SI,182884.06,1.0
2021-10-27 02:55:00.000,2,"3",M31SI,158442.89,1.3333334
2021-10-26 11:50:00.000,2,"3",M31SI,115777.12,0.6666667
2021-10-31 16:00:00.000,2,"3",M31SI,245662.62,1.0
2021-10-29 11:55:00.000,2,"3",M31SI,242055.14,0.21428572
2021-10-26 05:30:00.000,2,"3",M31SI,79501.48,1.25
2021-10-30 09:55:00.000,2,"3",M31SI,241595.02,0.21428572
2021-10-28 18:20:00.000,2,"3",M31SI,118093.12,0.21428572
2021-10-27 05:45:00.000,2,"3",M31SI,232360.33,1.0
2021-10-28 06:00:00.000,2,"3",M31SI,30541.707,0.39130434
2021-10-28 11:10:00.000,2,"3",M31SI,75225.93,1.3333334
2021-10-31 11:45:00.000,2,"3",M31SI,244668.62,0.21428572
2021-10-27 21:20:00.000,2,"3",M31SI,0.0,0.42857143
2021-10-28 07:05:00.000,2,"3",M31SI,244434.28,1.0
2021-10-27 10:20:00.000,2,"3",M31SI,232314.44,1.0
2021-10-30 21:20:00.000,2,"3",M31SI,193458.56,0.9375
2021-10-28 09:05:00.000,2,"3",M31SI,243741.11,1.0
2021-10-26 17:35:00.000,2,"3",M31SI,183990.6,1.0
2021-10-27 14:40:00.000,2,"3",M31SI,91878.74,1.0
2021-10-27 08:20:00.000,2,"3",M31SI,232419.14,1.0
2021-10-29 01:35:00.000,2,"3",M31SI,242846.42,1.0
2021-10-28 16:50:00.000,2,"3",M31SI,244324.84,1.0
