"Category","Series 1","Active Power","Hashrate","Heat Index","Operational"
Wed Nov 03 2021 15:40:00 GMT-0500 (CDT),,110.31481666666667,1585.0509048247593,50.5,21075
Wed Nov 03 2021 15:45:00 GMT-0500 (CDT),,110.39669491525423,1586.8712295098783,50.61,21099
Wed Nov 03 2021 15:50:00 GMT-0500 (CDT),,110.37841666666667,1586.0497982441889,50.81,21082
Wed Nov 03 2021 15:55:00 GMT-0500 (CDT),,110.37761666666667,1586.7160497445707,50.76,21073
Wed Nov 03 2021 16:00:00 GMT-0500 (CDT),,110.3782,1585.4194379693429,50.76,21081
Wed Nov 03 2021 16:05:00 GMT-0500 (CDT),,110.41963333333334,1586.26100299687,50.76,21075
Wed Nov 03 2021 16:10:00 GMT-0500 (CDT),,110.39316666666667,1587.3927984680715,50.76,21104
Wed Nov 03 2021 16:15:00 GMT-0500 (CDT),,110.14240677966102,1584.1360931312615,50.58,21099
Wed Nov 03 2021 16:20:00 GMT-0500 (CDT),,110.32093333333334,1576.7212605695486,50.58,21084
Wed Nov 03 2021 16:25:00 GMT-0500 (CDT),,110.4619,1579.9501224410074,50.58,21085
Wed Nov 03 2021 16:30:00 GMT-0500 (CDT),,110.48586666666667,1585.3197913679924,50.45,21083
Wed Nov 03 2021 16:35:00 GMT-0500 (CDT),,110.3883559322034,1585.7335319835402,50.56,21109
Wed Nov 03 2021 16:40:00 GMT-0500 (CDT),,110.41191666666667,1585.5440791035019,50.61,21085
Wed Nov 03 2021 16:45:00 GMT-0500 (CDT),,110.36603333333333,1586.3343686549244,50.61,21085
Wed Nov 03 2021 16:50:00 GMT-0500 (CDT),,110.34801666666667,1587.4926560591591,50.74,21087
Wed Nov 03 2021 16:55:00 GMT-0500 (CDT),,110.44846666666668,1587.7260741482407,50.74,21103
Wed Nov 03 2021 17:00:00 GMT-0500 (CDT),,110.50595,1589.4202460988308,50.65,21116
Wed Nov 03 2021 17:05:00 GMT-0500 (CDT),,110.58408333333334,1588.9707393014303,50.61,21106
Wed Nov 03 2021 17:10:00 GMT-0500 (CDT),,110.59293333333333,1587.8104606885186,50.61,21110
Wed Nov 03 2021 17:15:00 GMT-0500 (CDT),,110.56750000000001,1589.2401960442903,50.58,21112
Wed Nov 03 2021 17:20:00 GMT-0500 (CDT),,110.47293333333333,1587.0091211471886,50.58,21114
Wed Nov 03 2021 17:25:00 GMT-0500 (CDT),,110.4713,1588.5092697087603,50.58,21112
Wed Nov 03 2021 17:30:00 GMT-0500 (CDT),,110.53496610169492,1590.757523105588,50.68,21119
Wed Nov 03 2021 17:35:00 GMT-0500 (CDT),,110.60258333333334,1591.1316648718825,50.38,21115
Wed Nov 03 2021 17:40:00 GMT-0500 (CDT),,110.57411666666667,1591.8218081852567,50.22,21121
Wed Nov 03 2021 17:45:00 GMT-0500 (CDT),,110.54581666666667,1589.595737635213,50.18,21111
Wed Nov 03 2021 17:50:00 GMT-0500 (CDT),,110.59411666666666,1590.7362607909704,50.16,21118
Wed Nov 03 2021 17:55:00 GMT-0500 (CDT),,110.41695,1591.5370107145006,50.09,21118
Wed Nov 03 2021 18:00:00 GMT-0500 (CDT),,110.35906666666666,1591.6460897680918,50.13,21119
Wed Nov 03 2021 18:05:00 GMT-0500 (CDT),,110.39183050847458,1591.6175110810718,50.13,21114
Wed Nov 03 2021 18:10:00 GMT-0500 (CDT),,110.4349,1592.119225095193,50.13,21120
Wed Nov 03 2021 18:15:00 GMT-0500 (CDT),,110.38778333333333,1592.1674891572488,49.87,21116
Wed Nov 03 2021 18:20:00 GMT-0500 (CDT),,110.38558333333334,1588.544147723011,49.82,21122
Wed Nov 03 2021 18:25:00 GMT-0500 (CDT),,110.39358333333332,1589.4944288299012,49.75,21121
Wed Nov 03 2021 18:30:00 GMT-0500 (CDT),,110.36446666666667,1590.779682697748,49.41,21120
Wed Nov 03 2021 18:35:00 GMT-0500 (CDT),,110.39215,1591.499220680284,49.41,21120
Wed Nov 03 2021 18:40:00 GMT-0500 (CDT),,110.33919999999999,1592.0497608662408,49.33,21120
Wed Nov 03 2021 18:45:00 GMT-0500 (CDT),,110.34463333333333,1591.6784223866891,49.33,21111
Wed Nov 03 2021 18:50:00 GMT-0500 (CDT),,110.3128,1591.1816043890701,49.42,21108
Wed Nov 03 2021 18:55:00 GMT-0500 (CDT),,110.3283220338983,1591.034411861009,49.42,21101
Wed Nov 03 2021 19:00:00 GMT-0500 (CDT),,110.43149152542374,1591.1245387553217,49.28,21107
Wed Nov 03 2021 19:05:00 GMT-0500 (CDT),,110.59738333333333,1591.0684367017132,49.24,21103
Wed Nov 03 2021 19:10:00 GMT-0500 (CDT),,110.61359999999999,1588.4575666790674,49.24,21108
Wed Nov 03 2021 19:15:00 GMT-0500 (CDT),,110.59153333333333,1589.6052779228303,49.06,21109
Wed Nov 03 2021 19:20:00 GMT-0500 (CDT),,110.55378333333333,1589.814952386497,49.1,21107
Wed Nov 03 2021 19:25:00 GMT-0500 (CDT),,110.46485000000001,1590.3739292889054,49.06,21108
Wed Nov 03 2021 19:30:00 GMT-0500 (CDT),,110.49908474576272,1590.3517640000287,45.34,21105
Wed Nov 03 2021 19:35:00 GMT-0500 (CDT),,110.45796666666666,1591.1910957492446,45.3,21108
Wed Nov 03 2021 19:40:00 GMT-0500 (CDT),,110.44798333333333,1591.3704995875719,45.28,21108
Wed Nov 03 2021 19:45:00 GMT-0500 (CDT),,110.47883333333334,1592.0133149187532,45.1,21108
Wed Nov 03 2021 19:50:00 GMT-0500 (CDT),,110.38813333333334,1592.0846422518214,45.07,21107
Wed Nov 03 2021 19:55:00 GMT-0500 (CDT),,110.40888333333334,1591.9383973837794,,21106
Wed Nov 03 2021 20:00:00 GMT-0500 (CDT),,110.44993333333333,1592.139322465234,,21111
Wed Nov 03 2021 20:05:00 GMT-0500 (CDT),,110.31491666666668,1591.9000860454273,,21106
Wed Nov 03 2021 20:10:00 GMT-0500 (CDT),,110.48588333333333,1575.595240098661,,21099
Wed Nov 03 2021 20:15:00 GMT-0500 (CDT),,110.5169,1580.1146436753165,,21107
Wed Nov 03 2021 20:20:00 GMT-0500 (CDT),,110.51543333333333,1586.0338322956509,,21109
Wed Nov 03 2021 20:25:00 GMT-0500 (CDT),,110.48633333333333,1588.688544747392,,21108
Wed Nov 03 2021 20:30:00 GMT-0500 (CDT),,110.46705,1589.2915961954402,,21110
Wed Nov 03 2021 20:35:00 GMT-0500 (CDT),,110.45576666666668,1590.1322572071608,,21104
Wed Nov 03 2021 20:40:00 GMT-0500 (CDT),,110.44508333333333,1590.7478972161152,,21108
Wed Nov 03 2021 20:45:00 GMT-0500 (CDT),,110.51548333333334,1591.5963258159109,,21108
Wed Nov 03 2021 20:50:00 GMT-0500 (CDT),,110.45155,1591.6005290756623,,21108
Wed Nov 03 2021 20:55:00 GMT-0500 (CDT),,110.39406666666667,1591.4767163853344,,21107
Wed Nov 03 2021 21:00:00 GMT-0500 (CDT),,110.38043333333333,1591.6386533140285,,21111
Wed Nov 03 2021 21:05:00 GMT-0500 (CDT),,110.4723448275862,1591.598870789341,,21104
Wed Nov 03 2021 21:10:00 GMT-0500 (CDT),,110.41308333333333,1592.2784075757886,,21115
Wed Nov 03 2021 21:15:00 GMT-0500 (CDT),,110.42659322033899,1592.72034506276,,21112
Wed Nov 03 2021 21:20:00 GMT-0500 (CDT),,110.50956666666667,1592.3026132610996,,21112
Wed Nov 03 2021 21:25:00 GMT-0500 (CDT),,110.60608474576271,1592.4417284972415,,21110
Wed Nov 03 2021 21:30:00 GMT-0500 (CDT),,110.64608333333334,1592.8006785026773,,21116
Wed Nov 03 2021 21:35:00 GMT-0500 (CDT),,110.58125,1592.6322961218514,,21110
Wed Nov 03 2021 21:40:00 GMT-0500 (CDT),,110.61881666666666,1592.5677419703618,,21111
Wed Nov 03 2021 21:45:00 GMT-0500 (CDT),,110.5843559322034,1593.2761465553442,,21114
Wed Nov 03 2021 21:50:00 GMT-0500 (CDT),,110.59508333333333,1590.7834882682396,,21114
Wed Nov 03 2021 21:55:00 GMT-0500 (CDT),,110.5862,1588.439634433717,,21115
Wed Nov 03 2021 22:00:00 GMT-0500 (CDT),,110.59215254237289,1590.428208730018,,21117
Wed Nov 03 2021 22:05:00 GMT-0500 (CDT),,110.57753333333334,1591.635397924022,,21110
Wed Nov 03 2021 22:10:00 GMT-0500 (CDT),,110.5963,1592.6425839204594,,21116
Wed Nov 03 2021 22:15:00 GMT-0500 (CDT),,110.61768333333333,1593.1929380204283,,21114
Wed Nov 03 2021 22:20:00 GMT-0500 (CDT),,110.55293333333334,1592.998944635453,,21112
Wed Nov 03 2021 22:25:00 GMT-0500 (CDT),,110.55656666666667,1593.3636429785206,,21113
Wed Nov 03 2021 22:30:00 GMT-0500 (CDT),,110.54041666666667,1593.4730595126266,,21115
Wed Nov 03 2021 22:35:00 GMT-0500 (CDT),,110.55286666666667,1593.4226724867526,,21110
Wed Nov 03 2021 22:40:00 GMT-0500 (CDT),,110.5079,1593.4452312615329,,21115
Wed Nov 03 2021 22:45:00 GMT-0500 (CDT),,110.48,1593.130141705131,,21109
Wed Nov 03 2021 22:50:00 GMT-0500 (CDT),,110.53658333333333,1587.9066535356621,,21111
Wed Nov 03 2021 22:55:00 GMT-0500 (CDT),,110.52837288135593,1589.4483304746589,,21105
Wed Nov 03 2021 23:00:00 GMT-0500 (CDT),,110.57772413793103,1591.442868233919,,21111
Wed Nov 03 2021 23:05:00 GMT-0500 (CDT),,110.68821666666668,1592.0364030256897,,21108
Wed Nov 03 2021 23:10:00 GMT-0500 (CDT),,110.61725,1592.5852853696229,,21116
Wed Nov 03 2021 23:15:00 GMT-0500 (CDT),,110.56146666666667,1592.8128514338791,,21109
Wed Nov 03 2021 23:20:00 GMT-0500 (CDT),,110.55508333333334,1593.2695083128087,,21114
Wed Nov 03 2021 23:25:00 GMT-0500 (CDT),,110.53171186440679,1593.6523990412113,43.79,21114
Wed Nov 03 2021 23:30:00 GMT-0500 (CDT),,110.57333333333334,1593.239080107688,44.08,21117
Wed Nov 03 2021 23:35:00 GMT-0500 (CDT),,110.63575,1593.4200631546194,44.08,21114
Wed Nov 03 2021 23:40:00 GMT-0500 (CDT),,110.68068333333333,1594.0824038872008,44.11,21125
Wed Nov 03 2021 23:45:00 GMT-0500 (CDT),,110.64540000000001,1593.8730353540338,44.11,21122
Wed Nov 03 2021 23:50:00 GMT-0500 (CDT),,110.62858333333334,1594.3711724150778,44.11,21127
Wed Nov 03 2021 23:55:00 GMT-0500 (CDT),,110.7172,1594.56870169408,44.11,21129
Thu Nov 04 2021 00:00:00 GMT-0500 (CDT),,110.65288333333334,1594.5684849547083,44.08,21133
Thu Nov 04 2021 00:05:00 GMT-0500 (CDT),,110.62388135593221,1594.9273162762722,44.08,21129
Thu Nov 04 2021 00:10:00 GMT-0500 (CDT),,110.66291666666667,1590.8109130495993,44.08,21134
Thu Nov 04 2021 00:15:00 GMT-0500 (CDT),,110.67936666666667,1592.2225158999422,44.02,21130
Thu Nov 04 2021 00:20:00 GMT-0500 (CDT),,110.67236666666668,1593.3978490100476,44.02,21133
Thu Nov 04 2021 00:25:00 GMT-0500 (CDT),,110.65141666666666,1594.505940566997,43.93,21134
Thu Nov 04 2021 00:30:00 GMT-0500 (CDT),,110.66198333333334,1595.0709246630688,43.68,21138
Thu Nov 04 2021 00:35:00 GMT-0500 (CDT),,110.71284745762712,1594.9256518980415,43.74,21131
Thu Nov 04 2021 00:40:00 GMT-0500 (CDT),,110.65811666666667,1595.1928603621984,43.74,21135
Thu Nov 04 2021 00:45:00 GMT-0500 (CDT),,110.6302372881356,1593.511111078961,43.63,21132
Thu Nov 04 2021 00:50:00 GMT-0500 (CDT),,110.62701666666666,1593.8345356158784,43.45,21129
Thu Nov 04 2021 00:55:00 GMT-0500 (CDT),,110.6227,1594.7489726524034,43.36,21132
Thu Nov 04 2021 01:00:00 GMT-0500 (CDT),,110.64063333333334,1594.871762734207,43.29,21131
Thu Nov 04 2021 01:05:00 GMT-0500 (CDT),,110.68599999999999,1595.174608098385,43.29,21131
Thu Nov 04 2021 01:10:00 GMT-0500 (CDT),,110.63294915254238,1592.8483053565292,43.29,21124
Thu Nov 04 2021 01:15:00 GMT-0500 (CDT),,110.66946666666666,1593.601404122589,43.34,21131
Thu Nov 04 2021 01:20:00 GMT-0500 (CDT),,110.71225000000001,1595.098858987061,43.14,21135
Thu Nov 04 2021 01:25:00 GMT-0500 (CDT),,110.65583050847458,1595.5285136197163,43.12,21132
Thu Nov 04 2021 01:30:00 GMT-0500 (CDT),,110.64905,1595.6031905800937,43.11,21137
Thu Nov 04 2021 01:35:00 GMT-0500 (CDT),,110.62071666666667,1595.61720104177,43.11,21134
Thu Nov 04 2021 01:40:00 GMT-0500 (CDT),,110.5768,1595.9461797210417,43.11,21136
Thu Nov 04 2021 01:45:00 GMT-0500 (CDT),,110.61961666666666,1596.0726824104781,43.11,21134
Thu Nov 04 2021 01:50:00 GMT-0500 (CDT),,110.60408620689655,1595.9266636009293,43.11,21133
Thu Nov 04 2021 01:55:00 GMT-0500 (CDT),,108.6799,1595.5490011839677,43.12,21131
Thu Nov 04 2021 02:00:00 GMT-0500 (CDT),,110.30323333333334,1499.6296449330166,42.96,21115
Thu Nov 04 2021 02:05:00 GMT-0500 (CDT),,110.61878333333334,1518.8547693737087,42.94,21129
Thu Nov 04 2021 02:10:00 GMT-0500 (CDT),,110.65455,1552.3480926980203,42.93,21132
Thu Nov 04 2021 02:15:00 GMT-0500 (CDT),,110.69789999999999,1574.97242476527,43.05,21128
Thu Nov 04 2021 02:20:00 GMT-0500 (CDT),,110.65275,1584.0373427631914,42.91,21132
Thu Nov 04 2021 02:25:00 GMT-0500 (CDT),,110.6397,1588.8087934261605,43.11,21131
Thu Nov 04 2021 02:30:00 GMT-0500 (CDT),,110.70981666666667,1591.7887691769527,42.82,21134
Thu Nov 04 2021 02:35:00 GMT-0500 (CDT),,110.69571666666667,1592.780843993041,42.82,21133
Thu Nov 04 2021 02:40:00 GMT-0500 (CDT),,110.69306666666667,1588.9896914228507,42.94,21133
Thu Nov 04 2021 02:45:00 GMT-0500 (CDT),,110.73446666666668,1590.694879718841,42.94,21131
Thu Nov 04 2021 02:50:00 GMT-0500 (CDT),,110.79013333333334,1591.9461375603978,42.94,21131
Thu Nov 04 2021 02:55:00 GMT-0500 (CDT),,110.77385000000001,1593.9111078714402,42.82,21129
Thu Nov 04 2021 03:00:00 GMT-0500 (CDT),,110.66962711864406,1595.4369063600004,42.82,21135
Thu Nov 04 2021 03:05:00 GMT-0500 (CDT),,110.77606779661018,1595.599558439088,42.78,21130
Thu Nov 04 2021 03:10:00 GMT-0500 (CDT),,110.79700000000001,1595.7239189477718,42.78,21129
Thu Nov 04 2021 03:15:00 GMT-0500 (CDT),,110.77585,1592.913763339089,42.73,21129
Thu Nov 04 2021 03:20:00 GMT-0500 (CDT),,110.78538333333334,1594.2728722256104,42.69,21134
Thu Nov 04 2021 03:25:00 GMT-0500 (CDT),,110.79493333333333,1594.964553997741,42.69,21132
Thu Nov 04 2021 03:30:00 GMT-0500 (CDT),,110.7569,1596.3153038393175,42.75,21132
Thu Nov 04 2021 03:35:00 GMT-0500 (CDT),,110.7326,1596.9050506423876,42.75,21130
Thu Nov 04 2021 03:40:00 GMT-0500 (CDT),,110.73788333333333,1597.3220485117922,42.73,21134
Thu Nov 04 2021 03:45:00 GMT-0500 (CDT),,110.76495,1597.4683156634474,42.73,21129
Thu Nov 04 2021 03:50:00 GMT-0500 (CDT),,110.75475,1597.529996825121,42.57,21130
Thu Nov 04 2021 03:55:00 GMT-0500 (CDT),,110.77396666666667,1597.7396180133105,42.57,21126
Thu Nov 04 2021 04:00:00 GMT-0500 (CDT),,110.73216666666667,1597.899892814519,42.53,21131
Thu Nov 04 2021 04:05:00 GMT-0500 (CDT),,110.5919,1595.193630837251,42.42,21117
Thu Nov 04 2021 04:10:00 GMT-0500 (CDT),,110.74003333333333,1579.6375773845318,42.42,21112
Thu Nov 04 2021 04:15:00 GMT-0500 (CDT),,110.77033898305085,1585.7427968799816,42.44,21135
Thu Nov 04 2021 04:20:00 GMT-0500 (CDT),,110.79548333333334,1590.8003154698226,42.42,21136
Thu Nov 04 2021 04:25:00 GMT-0500 (CDT),,110.78203333333335,1593.8294614878241,42.48,21132
Thu Nov 04 2021 04:30:00 GMT-0500 (CDT),,110.78436666666667,1595.4036535616142,42.96,21136
Thu Nov 04 2021 04:35:00 GMT-0500 (CDT),,110.86705084745762,1596.4315967735004,42.96,21129
Thu Nov 04 2021 04:40:00 GMT-0500 (CDT),,110.837,1596.9126019309501,42.96,21128
Thu Nov 04 2021 04:45:00 GMT-0500 (CDT),,110.88851666666666,1597.8617975688112,42.96,21133
Thu Nov 04 2021 04:50:00 GMT-0500 (CDT),,110.92298333333333,1595.2347451262817,42.94,21098
Thu Nov 04 2021 04:55:00 GMT-0500 (CDT),,110.88635000000001,1597.5233735997804,42.94,21134
Thu Nov 04 2021 05:00:00 GMT-0500 (CDT),,110.88596666666668,1597.9232684260987,42.94,21137
Thu Nov 04 2021 05:05:00 GMT-0500 (CDT),,110.93149152542374,1596.6314180199965,42.94,21120
Thu Nov 04 2021 05:10:00 GMT-0500 (CDT),,110.87778333333334,1597.2057164288512,42.94,21135
Thu Nov 04 2021 05:15:00 GMT-0500 (CDT),,110.83637931034482,1597.8110580140574,42.93,21130
Thu Nov 04 2021 05:20:00 GMT-0500 (CDT),,110.88195,1597.513465949938,42.94,21130
Thu Nov 04 2021 05:25:00 GMT-0500 (CDT),,110.87081666666667,1598.049421305559,42.94,21124
Thu Nov 04 2021 05:30:00 GMT-0500 (CDT),,110.84380000000002,1598.1510648049598,43.12,21132
Thu Nov 04 2021 05:35:00 GMT-0500 (CDT),,110.83773333333333,1598.5866565543372,43.12,21129
Thu Nov 04 2021 05:40:00 GMT-0500 (CDT),,110.83443333333334,1598.6018970509488,43.05,21129
Thu Nov 04 2021 05:45:00 GMT-0500 (CDT),,110.85333333333332,1598.4841513306271,43.07,21129
Thu Nov 04 2021 05:50:00 GMT-0500 (CDT),,110.85718333333334,1597.8386146515918,43.03,21128
Thu Nov 04 2021 05:55:00 GMT-0500 (CDT),,110.78795,1598.0241057931419,43.14,21127
Thu Nov 04 2021 06:00:00 GMT-0500 (CDT),,110.81365000000001,1598.3250421476969,43.16,21133
Thu Nov 04 2021 06:05:00 GMT-0500 (CDT),,110.85860000000001,1598.3217411753099,43.16,21128
Thu Nov 04 2021 06:10:00 GMT-0500 (CDT),,110.87784745762711,1598.4396721083813,43.16,21135
Thu Nov 04 2021 06:15:00 GMT-0500 (CDT),,110.81705000000001,1598.2127867897877,43.2,21127
Thu Nov 04 2021 06:20:00 GMT-0500 (CDT),,110.7854,1597.9581481528598,43.2,21128
Thu Nov 04 2021 06:25:00 GMT-0500 (CDT),,110.85283333333334,1598.1141606647266,,21127
Thu Nov 04 2021 06:30:00 GMT-0500 (CDT),,110.81513559322033,1598.1872718741151,43.2,21131
Thu Nov 04 2021 06:35:00 GMT-0500 (CDT),,110.89765000000001,1597.7568910608002,43.14,21122
Thu Nov 04 2021 06:40:00 GMT-0500 (CDT),,110.88223333333333,1598.07949125281,43.12,21131
Thu Nov 04 2021 06:45:00 GMT-0500 (CDT),,110.89450000000001,1598.3616249105887,43.14,21127
Thu Nov 04 2021 06:50:00 GMT-0500 (CDT),,110.90668333333333,1598.0960760408207,43.16,21129
Thu Nov 04 2021 06:55:00 GMT-0500 (CDT),,110.92998333333334,1598.321611482931,43.07,21127
Thu Nov 04 2021 07:00:00 GMT-0500 (CDT),,110.95763333333335,1598.438262289963,43.21,21131
Thu Nov 04 2021 07:05:00 GMT-0500 (CDT),,111.04205,1597.958411619511,43.21,21123
Thu Nov 04 2021 07:10:00 GMT-0500 (CDT),,110.98353333333333,1598.0293886976888,43.21,21125
Thu Nov 04 2021 07:15:00 GMT-0500 (CDT),,110.8968,1596.1278612018452,43.14,21097
Thu Nov 04 2021 07:20:00 GMT-0500 (CDT),,110.74295000000001,1595.9760631515596,43.14,21095
Thu Nov 04 2021 07:25:00 GMT-0500 (CDT),,110.61316949152544,1595.9212071718198,43.2,21093
Thu Nov 04 2021 07:30:00 GMT-0500 (CDT),,110.56678333333335,1593.025105294219,43.16,21071
Thu Nov 04 2021 07:35:00 GMT-0500 (CDT),,110.58773333333333,1591.1683210968813,43.14,21098
Thu Nov 04 2021 07:40:00 GMT-0500 (CDT),,110.6361,1591.614525887448,43.09,21106
Thu Nov 04 2021 07:45:00 GMT-0500 (CDT),,110.64126666666668,1589.3886554914395,43.03,21100
Thu Nov 04 2021 07:50:00 GMT-0500 (CDT),,110.65201666666667,1590.7091805965895,42.62,21116
Thu Nov 04 2021 07:55:00 GMT-0500 (CDT),,110.73923333333333,1587.3305365539022,42.6,21104
Thu Nov 04 2021 08:00:00 GMT-0500 (CDT),,110.79580000000001,1588.0813306203472,42.6,21108
Thu Nov 04 2021 08:05:00 GMT-0500 (CDT),,110.75303333333333,1590.3109595581711,42.6,21103
Thu Nov 04 2021 08:10:00 GMT-0500 (CDT),,110.77063333333334,1591.6085817753888,42.6,21104
Thu Nov 04 2021 08:15:00 GMT-0500 (CDT),,110.80786666666667,1593.0644017915433,42.58,21102
Thu Nov 04 2021 08:20:00 GMT-0500 (CDT),,110.77826666666667,1595.6677414477608,42.58,21131
Thu Nov 04 2021 08:25:00 GMT-0500 (CDT),,110.76783333333333,1594.439163659252,42.58,21110
Thu Nov 04 2021 08:30:00 GMT-0500 (CDT),,110.79455932203389,1594.7757849546676,42.67,21110
Thu Nov 04 2021 08:35:00 GMT-0500 (CDT),,110.81451666666666,1596.3519621301791,42.67,21104
Thu Nov 04 2021 08:40:00 GMT-0500 (CDT),,110.80018333333334,1596.8248808943479,42.67,21107
Thu Nov 04 2021 08:45:00 GMT-0500 (CDT),,110.71956666666667,1597.5848303376788,42.15,21134
Thu Nov 04 2021 08:50:00 GMT-0500 (CDT),,110.75855,1595.4570838177701,42.13,21107
Thu Nov 04 2021 08:55:00 GMT-0500 (CDT),,110.79893220338982,1595.4814602032516,42.12,21112
Thu Nov 04 2021 09:00:00 GMT-0500 (CDT),,110.76478333333334,1596.8038287066286,42.12,21117
Thu Nov 04 2021 09:05:00 GMT-0500 (CDT),,110.79424999999999,1591.5243967052604,42.12,21084
Thu Nov 04 2021 09:10:00 GMT-0500 (CDT),,110.74430000000001,1589.5736730752444,42.13,21116
Thu Nov 04 2021 09:15:00 GMT-0500 (CDT),,110.82665,1589.4233958772397,42.76,21089
Thu Nov 04 2021 09:20:00 GMT-0500 (CDT),,110.89103389830508,1591.95561088041,42.82,21092
Thu Nov 04 2021 09:25:00 GMT-0500 (CDT),,110.88501666666667,1592.2260633145297,42.84,21070
Thu Nov 04 2021 09:30:00 GMT-0500 (CDT),,110.90773333333333,1593.7682595982205,42.76,21092
Thu Nov 04 2021 09:35:00 GMT-0500 (CDT),,110.87015,1595.1557761999925,42.75,21120
Thu Nov 04 2021 09:40:00 GMT-0500 (CDT),,110.88935593220339,1591.0724093992894,42.93,21093
Thu Nov 04 2021 09:45:00 GMT-0500 (CDT),,110.91385,1589.3552287949985,42.87,21097
Thu Nov 04 2021 09:50:00 GMT-0500 (CDT),,110.91885,1591.979866676773,42.93,21098
Thu Nov 04 2021 09:55:00 GMT-0500 (CDT),,110.98831666666666,1593.2851278896508,42.8,21096
Thu Nov 04 2021 10:00:00 GMT-0500 (CDT),,110.91265,1593.7912257324374,42.98,21096
Thu Nov 04 2021 10:05:00 GMT-0500 (CDT),,111.00483333333334,1593.1421030101303,43.03,21097
Thu Nov 04 2021 10:10:00 GMT-0500 (CDT),,111,1592.127963531039,43.03,21127
Thu Nov 04 2021 10:15:00 GMT-0500 (CDT),,111.04171666666666,1591.337284146858,43.2,21095
Thu Nov 04 2021 10:20:00 GMT-0500 (CDT),,111.04398333333333,1592.849705764667,43.23,21091
Thu Nov 04 2021 10:25:00 GMT-0500 (CDT),,110.98411666666668,1595.1834620949303,43.27,21097
Thu Nov 04 2021 10:30:00 GMT-0500 (CDT),,110.98128333333334,1595.431238567891,43.5,21101
Thu Nov 04 2021 10:35:00 GMT-0500 (CDT),,111.05642372881356,1595.679918909513,43.52,21098
Thu Nov 04 2021 10:40:00 GMT-0500 (CDT),,110.94091666666667,1597.2119214049196,43.52,21129
Thu Nov 04 2021 10:45:00 GMT-0500 (CDT),,111.01741666666666,1594.797523286018,43.66,21097
Thu Nov 04 2021 10:50:00 GMT-0500 (CDT),,111.0603220338983,1596.0101018954751,43.68,21098
Thu Nov 04 2021 10:55:00 GMT-0500 (CDT),,110.99741666666667,1596.5403865879703,43.99,21103
Thu Nov 04 2021 11:00:00 GMT-0500 (CDT),,111.01235,1596.7439545058717,44.13,21105
Thu Nov 04 2021 11:05:00 GMT-0500 (CDT),,111.05477966101695,1597.5730958052613,44.11,21127
Thu Nov 04 2021 11:10:00 GMT-0500 (CDT),,110.99321666666667,1595.9940444139274,44.11,21106
Thu Nov 04 2021 11:15:00 GMT-0500 (CDT),,110.9621,1596.1048338074984,44.29,21098
Thu Nov 04 2021 11:20:00 GMT-0500 (CDT),,110.88461666666667,1597.3167966973033,44.82,21106
Thu Nov 04 2021 11:25:00 GMT-0500 (CDT),,111.00736666666667,1596.9196137275683,44.83,21104
Thu Nov 04 2021 11:30:00 GMT-0500 (CDT),,111.08481666666667,1596.85345903663,45.3,21105
Thu Nov 04 2021 11:35:00 GMT-0500 (CDT),,111.02471666666666,1596.812344192342,45.3,21107
Thu Nov 04 2021 11:40:00 GMT-0500 (CDT),,111.07083333333334,1596.6033028460379,45.41,21107
Thu Nov 04 2021 11:45:00 GMT-0500 (CDT),,111.08073333333333,1596.7260132680935,45.57,21108
Thu Nov 04 2021 11:50:00 GMT-0500 (CDT),,111.1333,1594.2199123042274,48.4,21135
Thu Nov 04 2021 11:55:00 GMT-0500 (CDT),,111.21055932203389,1595.0790460991793,48.54,21132
Thu Nov 04 2021 12:00:00 GMT-0500 (CDT),,111.16488135593221,1593.5271520586216,48.69,21136
Thu Nov 04 2021 12:05:00 GMT-0500 (CDT),,111.23222413793104,1594.829046117909,48.7,21121
Thu Nov 04 2021 12:10:00 GMT-0500 (CDT),,111.25918644067798,1596.0800478428812,48.7,21137
Thu Nov 04 2021 12:15:00 GMT-0500 (CDT),,111.25411666666668,1597.3589483706676,48.83,21131
Thu Nov 04 2021 12:20:00 GMT-0500 (CDT),,111.22381666666666,1598.6180010143212,48.9,21136
Thu Nov 04 2021 12:25:00 GMT-0500 (CDT),,111.26166101694915,1599.0282893201604,48.94,21134
Thu Nov 04 2021 12:30:00 GMT-0500 (CDT),,111.31211666666667,1599.2556154401088,49.84,21139
Thu Nov 04 2021 12:35:00 GMT-0500 (CDT),,111.16223333333333,1599.4755713521502,49.91,21137
Thu Nov 04 2021 12:40:00 GMT-0500 (CDT),,111.21503389830508,1599.2648717049217,50.18,21137
Thu Nov 04 2021 12:45:00 GMT-0500 (CDT),,111.31976666666668,1599.1765516567102,50.14,21134
Thu Nov 04 2021 12:50:00 GMT-0500 (CDT),,111.31406779661016,1599.5183616764084,50.38,21140
Thu Nov 04 2021 12:55:00 GMT-0500 (CDT),,111.23622033898305,1599.5950014175107,50.47,21138
Thu Nov 04 2021 13:00:00 GMT-0500 (CDT),,111.26761666666667,1599.4266903571404,50.95,21137
Thu Nov 04 2021 13:05:00 GMT-0500 (CDT),,111.31596666666668,1599.4701949422438,51.06,21135
Thu Nov 04 2021 13:10:00 GMT-0500 (CDT),,111.30611666666667,1599.7095165984506,51.12,21138
Thu Nov 04 2021 13:15:00 GMT-0500 (CDT),,111.2742033898305,1597.3271420954409,51.08,21107
