hour_stump,S9_HR_five_seconds_hashrate,board_6_temp,board_7_temp,board_8_temp,board_6_actual_hashrate,board_7_actual_hashrate,board_8_actual_hashrate,avg_hashrate,miner_count,avg_uptime,lancium_box_uuid
10/1/21 15:35,5046.398627,51.35294118,47.76470588,52.98039216,1707.401569,1840.821961,1755.969804,6240.988627,51,231538.0784,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 15:50,5025.6302,46.96,45.32,49.58,1764.4632,1823.3614,1756.7548,6254.6732,50,231996.78,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 16:05,5013.3592,51.9,49.98,55.28,1777.274,1844.2212,1737.0768,6254.3644,50,232896.5,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 16:20,5091.2006,52.52,50.56,55.88,1810.104,1890.2668,1784.7494,6254.179,50,233796.52,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 16:35,5029.7186,52.16,50.44,55.78,1828.522,1870.1086,1796.164,6254.9346,50,234359.8,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 16:50,5051.133725,51.05882353,50.58823529,55.54901961,6400121.326,1840.175294,1747.211176,6243.763333,51,230653.902,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 17:05,923879.2327,51.31372549,50.68627451,55.90196078,920609.6245,1888.427451,1813.502745,6240.191373,51,231557.7451,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 17:20,5047.786275,51.29411765,50.80392157,55.76470588,1745.555882,1853.472745,1778.234902,6239.655098,51,232457.6471,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 17:35,5068.670196,52.68627451,52.07843137,57.62745098,1758.893725,1859.227843,1771.746078,6240.003137,51,233357.451,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 17:50,5034.538235,52.94117647,52.23529412,57.74509804,1758.586667,1878.294706,1786.791176,6239.789608,51,234257.4314,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 18:05,1068495.967,53.58823529,52.90196078,58.37254902,6053768.192,1875.207255,1820.479804,6239.520196,51,235157.1961,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 18:20,5012.718627,56.07843137,52.7254902,58.21568627,1777.597451,1848.302157,1780.716667,6238.31,51,236057.0784,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 18:35,1566920.761,54.11764706,53.45098039,59.01960784,1563669.308,1845.031765,1750.420196,6238.192745,51,236957,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 18:50,5102.652549,54.70588235,53.84313725,59.54901961,1813.06,1891.542745,1808.195294,6238.147255,51,237857,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 19:05,1660752.398,54.76470588,54.03921569,59.60784314,1657427.61,1827.366078,1722.323137,6238.054902,51,238756.7647,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 19:20,4959.561961,55.1372549,54.35294118,60.17647059,5829749.619,1830.472941,1756.576078,6238.25902,51,239656.9608,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 19:35,5011.478431,55.09803922,54.15686275,59.98039216,1695.631176,1831.896078,1736.751765,6238.26902,51,240556.7647,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 19:50,5031.663922,55.07843137,54.2745098,59.84313725,3937998.795,1824.003529,1760.640392,6238.24549,51,241456.549,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 20:05,5028.195098,55.29411765,54.52941176,60.09803922,5554012.341,1866.732941,1759.709412,6238.263922,51,242356.6078,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 20:20,5017.572157,55.52941176,54.68627451,60.35294118,1738.421176,1820.725294,1693.719608,6238.398039,51,243256.3529,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 20:35,4993.039412,55.80392157,54.8627451,60.60784314,1722.076667,1843.241176,1717.962549,6238.362549,51,244156.2157,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 20:50,5072.276667,55.84313725,54.94117647,60.74509804,1740.661765,1832.992157,1757.540784,6238.353725,51,245056.2157,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 21:05,5043.218235,55.88235294,55.03921569,60.66666667,1743.861569,1828.523333,1716.722941,6238.433725,51,245956.1176,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 21:20,5075.552353,55.88235294,54.92156863,60.45098039,1750.452353,1844.26098,1757.523333,6238.387059,51,246856.0784,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 21:35,5046.937451,55.92156863,54.90196078,60.50980392,1776.401961,1863.402157,1783.71902,6238.56,51,247755.9804,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 21:50,714701.18,56.09803922,54.92156863,60.64705882,711490.9992,1854.01902,1792.934706,6238.868235,51,248655.9804,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 22:05,11762.99882,56.1372549,55.23529412,60.92156863,8504.688824,1848.288824,1779.646863,6238.813137,51,249555.8627,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 22:20,4977.718235,56.01960784,55.2745098,60.92156863,1754.282157,1809.056667,1776.791569,6238.400784,51,250455.6471,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 22:35,4949.263137,56.39215686,55.41176471,61.1372549,1795.082157,1835.700196,1768.344314,6238.264314,51,251355.451,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 22:50,4990.305294,56.17647059,55.25490196,60.84313725,1766.904118,1830.238039,1754.89,6238.228431,51,252255.2745,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 23:05,5031.008627,56.23529412,55.29411765,61.07843137,5316721.06,1883.731765,1816.431569,6237.894706,51,253155.2157,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 23:20,1886967.385,56.05882353,55.17647059,60.84313725,1883750.74,1789.153529,1752.817451,6237.815098,51,254055.1176,00c48284-5e32-49c8-81c2-dee946fdb764
10/1/21 23:35,5059.565686,56.09803922,55.09803922,60.66666667,261135.6386,1885.158235,1834.76549,6237.823725,51,254955.1765,00c48284-5e32-49c8-81c2-dee946fdb764
