"hour_stump","datacenter_id","pm_26973_freq","pm_26973_mw","pm_26973_kw","pm_26974_freq","pm_26974_mw","pm_26974_kw","pm_74059_freq","pm_74059_mw","pm_74059_kw","usd","temp_f","rel_humidity"
2021-11-08 01:55:00.000,5,,25.706,,,27.067,,,53.454384,,21.77,,
2021-11-25 07:15:00.000,5,,25.706,,,27.067,,,54.109085,,16.26,,
2021-11-26 08:20:00.000,5,,25.706,,,27.067,,,51.968517,,39.936363,,
2021-11-14 22:55:00.000,5,,25.706,,,27.067,,,30.6313,,701.49,,
2021-11-01 21:50:00.000,5,,26.226866,,,28.129683,,,54.35755,,110.03,,
2021-11-22 14:20:00.000,5,,25.706,,,27.067,,,52.534466,,35.3,,
2021-11-07 01:30:00.000,5,,25.706,,,27.067,,,52.82485,,32.5,,
2021-11-05 22:05:00.000,5,,25.706,,,27.067,,,52.887035,,43.3,,
2021-11-05 16:35:00.000,5,,25.706,,,27.067,,,52.464417,,35.67,,
2021-11-17 12:25:00.000,5,,25.706,,,27.067,,,54.270267,,14.02,,
2021-11-03 11:20:00.000,5,,25.578684,,,26.9425,,,52.521782,,42.97,,
2021-11-10 20:40:00.000,5,,25.706,,,27.067,,,54.0393,,31.545,,
2021-11-11 18:05:00.000,5,,25.706,,,27.067,,,53.172417,,37.77,,
2021-11-06 05:40:00.000,5,,25.706,,,27.067,,,52.112667,,33.5,,
2021-11-28 19:40:00.000,5,,25.706,,,27.067,,,53.410934,,28.63,,
2021-11-25 23:10:00.000,5,,25.706,,,27.067,,,52.522816,,19.02,,
2021-11-21 18:10:00.000,5,,25.706,,,27.067,,,54.885082,,28.81,,
2021-11-05 18:45:00.000,5,,25.706,,,27.067,,,52.993267,,35.47,,
2021-11-23 19:30:00.000,5,,25.706,,,27.067,,,54.033016,,26.4,,
2021-11-14 17:35:00.000,5,,25.706,,,27.067,,,53.192734,,27.664,,
2021-11-08 22:20:00.000,5,,25.706,,,27.067,,,54.14695,,72.44,,
2021-11-11 11:10:00.000,5,,25.706,,,27.067,,,52.944256,,44.11,,
2021-11-08 06:50:00.000,5,,25.706,,,27.067,,,52.880535,,,,
2021-11-09 00:40:00.000,5,,25.706,,,27.067,,,53.540432,,25.57,,
2021-11-06 06:45:00.000,5,,25.706,,,27.067,,,52.0849,,28.81,,
2021-11-01 20:05:00.000,5,,26.38695,,,28.02755,,,54.41408,,,,
2021-11-13 11:00:00.000,5,,25.706,,,27.067,,,51.180466,,61.61,,
2021-11-14 22:30:00.000,5,,25.706,,,27.067,,,53.397232,,45.58,,
2021-11-17 07:55:00.000,5,,25.706,,,27.067,,,54.5856,,,,
2021-11-06 23:40:00.000,5,,25.706,,,27.067,,,53.203457,,55.885555,,
2021-11-05 22:20:00.000,5,,25.706,,,27.067,,,52.752815,,45.34,,
2021-11-17 09:20:00.000,5,,25.706,,,27.067,,,54.490417,,,,
2021-11-22 14:25:00.000,5,,25.706,,,27.067,,,52.71163,,35.194546,,
2021-11-18 09:35:00.000,5,,25.706,,,27.067,,,52.8342,,29.81,,
2021-11-23 14:50:00.000,5,,25.706,,,27.067,,,52.900883,,29.6,,
2021-11-18 15:25:00.000,5,,25.706,,,27.067,,,52.73115,,20.67,,
2021-11-22 07:05:00.000,5,,25.706,,,27.067,,,53.27266,,33.27,,
2021-11-07 02:20:00.000,5,,25.706,,,27.067,,,52.83485,,24.18,,
2021-11-02 06:40:00.000,5,,26.0165,,,27.341366,,,53.3594,,31.4,,
2021-11-17 08:55:00.000,5,,25.706,,,27.067,,,54.562084,,,,
2021-11-17 18:20:00.000,5,,25.706,,,27.067,,,55.33535,,39.8,,
2021-11-12 06:05:00.000,5,,25.706,,,27.067,,,52.004066,,1.78,,
2021-11-20 19:10:00.000,5,,25.706,,,27.067,,,54.91665,,39.23,,
2021-11-23 05:35:00.000,5,,25.706,,,27.067,,,52.438816,,33.91,,
2021-11-10 04:30:00.000,5,,25.706,,,27.067,,,53.530483,,13.89,,
2021-11-15 20:05:00.000,5,,25.706,,,27.067,,,53.41707,,40.16,,
2021-11-01 21:30:00.000,5,,26.286917,,,28.058332,,,54.345184,,81.81,,
2021-11-01 13:20:00.000,5,,25.60755,,,27.06045,,,52.667515,,80.02,,
2021-11-19 17:50:00.000,5,,25.706,,,27.067,,,33.139,,24.718334,,
2021-11-28 23:05:00.000,5,,25.706,,,27.067,,,53.542168,,42.39,,
2021-11-24 19:15:00.000,5,,25.706,,,27.067,,,54.691517,,51.49,,
2021-11-19 02:20:00.000,5,,25.706,,,27.067,,,53.127934,,45.62,,
2021-11-27 06:05:00.000,5,,25.706,,,27.067,,,52.42037,,41.0,,
2021-11-02 23:25:00.000,5,,25.893583,,,27.351534,,,53.245083,,75.07,,
2021-11-21 19:20:00.000,5,,25.706,,,27.067,,,55.022713,,24.423,,
2021-11-12 22:05:00.000,5,,25.706,,,27.067,,,52.59065,,29.72,,
2021-11-11 20:10:00.000,5,,25.706,,,27.067,,,53.558834,,41.05,,
2021-11-27 01:20:00.000,5,,25.706,,,27.067,,,52.390366,,27.61,,
2021-11-10 08:40:00.000,5,,25.706,,,27.067,,,52.887432,,,,
2021-11-20 07:25:00.000,5,,25.706,,,27.067,,,53.6899,,36.25,,
2021-11-14 18:10:00.000,5,,25.706,,,27.067,,,53.085865,,30.479092,,
2021-11-10 13:00:00.000,5,,25.706,,,27.067,,,52.954617,,,,
2021-11-21 22:15:00.000,5,,25.706,,,27.067,,,54.660526,,24.91,,
2021-11-30 04:10:00.000,5,,25.706,,,27.067,,,52.46045,,25.6,,
2021-11-28 09:00:00.000,5,,25.706,,,27.067,,,52.5073,,19.6,,
2021-11-13 16:45:00.000,5,,25.706,,,27.067,,,51.804184,,17.21,,
2021-11-11 13:30:00.000,5,,25.706,,,27.067,,,52.438618,,41.42,,
2021-11-05 01:15:00.000,5,,25.706,,,27.067,,,52.505867,,59.07,,
2021-11-03 06:30:00.000,5,,25.879717,,,27.339483,,,53.218967,,46.03,,
2021-11-11 18:50:00.000,5,,25.706,,,27.067,,,53.256817,,36.232,,
2021-11-17 19:00:00.000,5,,25.706,,,27.067,,,55.3657,,54.44,,
2021-11-17 05:10:00.000,5,,25.706,,,27.067,,,54.408733,,7.93,,
2021-11-18 13:15:00.000,5,,25.706,,,27.067,,,52.774235,,33.08,,
2021-11-05 14:50:00.000,5,,25.706,,,27.067,,,52.027847,,50.52,,
2021-11-10 14:10:00.000,5,,25.706,,,27.067,,,53.1271,,15.04,,
2021-11-09 23:45:00.000,5,,25.706,,,27.067,,,14.582,,820.61,,
2021-11-15 01:55:00.000,5,,25.706,,,27.067,,,52.434715,,32.22,,
2021-11-29 02:50:00.000,5,,25.706,,,27.067,,,53.055233,,40.648182,,
2021-11-05 11:35:00.000,5,,25.706,,,27.067,,,51.82715,,74.98,,
2021-11-11 20:05:00.000,5,,25.706,,,27.067,,,53.439484,,41.02,,
2021-11-25 20:50:00.000,5,,25.706,,,27.067,,,52.5882,,19.23,,
2021-11-06 03:25:00.000,5,,25.706,,,27.067,,,52.23765,,56.52,,
2021-11-25 19:20:00.000,5,,25.706,,,27.067,,,52.45445,,25.79,,
2021-11-02 18:20:00.000,5,,18.202784,,,18.889633,,,37.085266,,85.73,,
2021-11-06 23:35:00.000,5,,25.706,,,27.067,,,53.22333,,55.91,,
2021-11-21 02:25:00.000,5,,25.706,,,27.067,,,54.450832,,28.39,,
2021-11-22 04:40:00.000,5,,25.706,,,27.067,,,53.47925,,35.68,,
2021-11-11 22:35:00.000,5,,25.706,,,27.067,,,53.328762,,42.15167,,
2021-11-04 18:35:00.000,5,,25.542683,,,26.752,,,52.294266,,39.82,,
2021-11-02 16:15:00.000,5,,26.105316,,,27.604383,,,53.708633,,50.066666,,
2021-11-29 12:30:00.000,5,,25.706,,,27.067,,,51.836483,,53.63,,
2021-11-28 14:30:00.000,5,,25.706,,,27.067,,,52.691833,,26.85,,
2021-11-07 18:25:00.000,5,,25.706,,,27.067,,,53.587418,,27.18,,
2021-11-04 12:25:00.000,5,,25.26965,,,26.50025,,,51.7697,,48.87,,
2021-11-30 06:00:00.000,5,,25.706,,,27.067,,,52.264633,,16.3,,
2021-11-07 09:35:00.000,5,,25.706,,,27.067,,,52.199383,,30.6,,
2021-11-27 11:40:00.000,5,,25.706,,,27.067,,,52.604965,,32.79727,,
2021-11-29 20:20:00.000,5,,25.706,,,27.067,,,53.64982,,32.02,,
2021-11-27 15:30:00.000,5,,25.706,,,27.067,,,52.455883,,32.3,,
2021-11-13 13:55:00.000,5,,25.706,,,27.067,,,50.866085,,16.830263,,
2021-11-23 22:25:00.000,5,,25.706,,,27.067,,,54.1755,,23.93,,
2021-11-10 21:55:00.000,5,,25.706,,,27.067,,,53.79875,,35.94,,
2021-11-14 17:20:00.000,5,,25.706,,,27.067,,,53.124,,24.42,,
2021-11-01 06:35:00.000,5,,26.1375,,,27.158684,,,53.2968,,62.62,,
2021-11-23 09:35:00.000,5,,25.706,,,27.067,,,52.11512,,24.11,,
2021-11-26 13:55:00.000,5,,25.706,,,27.067,,,51.71092,,26.571,,
2021-11-08 04:15:00.000,5,,25.706,,,27.067,,,53.079132,,27.26,,
2021-11-21 13:30:00.000,5,,25.706,,,27.067,,,54.52715,,25.05,,
2021-11-08 20:40:00.000,5,,25.706,,,27.067,,,53.976433,,40.96,,
2021-11-29 18:00:00.000,5,,25.706,,,27.067,,,53.225418,,16.71,,
2021-11-25 20:40:00.000,5,,25.706,,,27.067,,,52.646767,,19.6,,
2021-11-13 15:25:00.000,5,,25.706,,,27.067,,,51.396084,,11.267273,,
2021-11-23 04:00:00.000,5,,25.706,,,27.067,,,52.49975,,19.356667,,
2021-11-22 18:40:00.000,5,,25.706,,,27.067,,,53.65825,,29.52,,
2021-11-28 05:30:00.000,5,,25.706,,,27.067,,,52.31745,,47.79,,
2021-11-10 21:50:00.000,5,,25.706,,,27.067,,,53.7464,,37.38,,
2021-11-20 02:05:00.000,5,,25.706,,,27.067,,,53.979935,,31.197273,,
2021-11-09 19:15:00.000,5,,25.706,,,27.067,,,54.156334,,,,
2021-11-13 15:35:00.000,5,,25.706,,,27.067,,,51.388474,,9.03,,
2021-11-11 07:40:00.000,5,,25.706,,,27.067,,,53.3557,,10.74,,
2021-11-29 20:15:00.000,5,,25.706,,,27.067,,,53.610367,,34.33,,
2021-11-22 01:50:00.000,5,,25.706,,,27.067,,,53.694485,,45.08,,
